Date,Exp. Day,Tub ,pH,Temp Co
2013-01-05 00:00:00,154,1,7.97,6.6
2013-01-06 00:00:00,155,1,7.98,6.7
2013-01-06 00:00:00,155,1,7.98,6.7
2013-01-06 00:00:00,155,1,7.98,6.7
2013-01-07 00:00:00,156,1,7.98,6.5
2013-01-07 00:00:00,156,1,7.98,6.5
2013-01-07 00:00:00,156,1,7.98,6.5
2013-01-08 00:00:00,157,1,8,6.4
2013-01-08 00:00:00,157,1,8,6.4
2013-01-08 00:00:00,157,1,8,6.4
2013-01-09 00:00:00,158,1,7.98,6.3
2013-01-09 00:00:00,158,1,7.98,6.3
2013-01-09 00:00:00,158,1,7.98,6.3
2013-01-10 00:00:00,159,1,7.99,6.6
2013-01-10 00:00:00,159,1,7.99,6.5
2013-01-10 00:00:00,159,1,7.98,6.5
2013-01-11 00:00:00,160,1,7.99,6.7
2013-01-11 00:00:00,160,1,7.98,6.7
2013-01-11 00:00:00,160,1,7.99,6.6
2013-01-12 00:00:00,161,1,7.98,6.5
2013-01-12 00:00:00,161,1,7.98,6.5
2013-01-12 00:00:00,161,1,7.98,6.5
2013-01-13 00:00:00,162,1,7.98,6.7
2013-01-13 00:00:00,162,1,7.98,6.7
2013-01-13 00:00:00,162,1,7.97,6.7
2013-01-14 00:00:00,163,1,7.98,6.7
2013-01-14 00:00:00,163,1,7.98,6.7
2013-01-14 00:00:00,163,1,7.99,6.7
2013-01-15 00:00:00,164,1,8.01,6.7
2013-01-15 00:00:00,164,1,8.01,6.6
2013-01-15 00:00:00,164,1,8.01,6.6
2013-01-16 00:00:00,165,1,7.98,6.6
2013-01-16 00:00:00,165,1,7.98,6.6
2013-01-16 00:00:00,165,1,7.98,6.6
2013-01-17 00:00:00,166,1,7.99,6.6
2013-01-17 00:00:00,166,1,7.99,6.6
2013-01-17 00:00:00,166,1,7.99,6.6
2013-01-18 00:00:00,167,1,7.99,6.3
2013-01-18 00:00:00,167,1,7.99,6.3
2013-01-18 00:00:00,167,1,7.99,6.3
2013-01-19 00:00:00,168,1,7.98,6.3
2013-01-19 00:00:00,168,1,7.98,6.3
2013-01-19 00:00:00,168,1,7.98,6.3
2013-01-20 00:00:00,169,1,7.96,6.5
2013-01-20 00:00:00,169,1,7.96,6.5
2013-01-20 00:00:00,169,1,7.96,6.5
2013-01-21 00:00:00,170,1,7.97,6.3
2013-01-21 00:00:00,170,1,7.97,6.3
2013-01-21 00:00:00,170,1,7.97,6.3
2013-01-22 00:00:00,171,1,7.98,6.7
2013-01-22 00:00:00,171,1,7.98,6.7
2013-01-22 00:00:00,171,1,7.98,6.7
2013-01-23 00:00:00,172,1,7.97,6.8
2013-01-23 00:00:00,172,1,7.97,6.7
2013-01-23 00:00:00,172,1,7.97,6.6
2013-01-24 00:00:00,173,1,7.98,6.9
2013-01-24 00:00:00,173,1,7.98,6.8
2013-01-24 00:00:00,173,1,7.97,6.8
2013-01-25 00:00:00,174,1,7.98,6.8
2013-01-25 00:00:00,174,1,7.98,6.7
2013-01-25 00:00:00,174,1,7.98,6.7
2013-01-26 00:00:00,175,1,7.99,6.2
2013-01-26 00:00:00,175,1,7.99,6.2
2013-01-26 00:00:00,175,1,7.99,6.2
2013-01-27 00:00:00,176,1,8,6.1
2013-01-27 00:00:00,176,1,8,6.1
2013-01-27 00:00:00,176,1,8,6.1
2013-01-28 00:00:00,177,1,7.97,6.1
2013-01-28 00:00:00,177,1,7.97,6.1
2013-01-28 00:00:00,177,1,7.97,6.1
2013-01-29 00:00:00,178,1,7.98,6.4
2013-01-29 00:00:00,178,1,7.97,6.4
2013-01-29 00:00:00,178,1,7.97,6.3
2013-01-30 00:00:00,179,1,7.97,6.6
2013-01-30 00:00:00,179,1,7.97,6.6
2013-01-30 00:00:00,179,1,7.97,6.6
2013-01-31 00:00:00,180,1,7.97,6.8
2013-01-31 00:00:00,180,1,7.97,6.8
2013-01-31 00:00:00,180,1,7.97,6.8
2013-02-01 00:00:00,181,1,7.95,6.9
2013-02-01 00:00:00,181,1,7.95,6.9
2013-02-01 00:00:00,181,1,7.95,6.9
2013-02-02 00:00:00,182,1,7.95,6.8
2013-02-02 00:00:00,182,1,7.95,6.8
2013-02-02 00:00:00,182,1,7.95,6.8
2013-02-03 00:00:00,183,1,7.95,7
2013-02-03 00:00:00,183,1,7.94,7
2013-02-03 00:00:00,183,1,7.94,7
2013-02-04 00:00:00,184,1,7.94,7.1
2013-02-04 00:00:00,184,1,7.94,7.1
2013-02-04 00:00:00,184,1,7.94,7.1
2012-08-05 00:00:00,1,2,8,14.6
2012-08-05 00:00:00,1,2,8,14.8
2012-08-05 00:00:00,1,2,8.01,14.6
2012-08-06 00:00:00,2,2,8.01,13.4
